Company,Symbol,Date,Segment,Call,Price
Apple (AAPL),AAPL,2018-01-02,D,1,$172.26
AutoNation (AN),AN,2018-01-02,D,2,$52.47
Boeing (BA),BA,2018-01-02,D,1,$296.84
Best Buy (BBY),BBY,2018-01-02,D,2,$69.16
Caterpillar (CAT),CAT,2018-01-02,D,1,$157.04
Carvana (CVNA),CVNA,2018-01-02,D,4,$18.31
Enterprise Products Partn (EPD),EPD,2018-01-02,D,1,$26.88
Meta (FB),FB,2018-01-02,D,1,$181.42
FedEx (FDX),FDX,2018-01-02,D,1,$257.60
Carmax (KMX),KMX,2018-01-02,F,1,$64.76
L Brands (LB),LB,2018-01-02,D,2,$59.89
Macy's (M),M,2018-01-02,D,2,$26.31
Magellan Midstream Partne (MMP),MMP,2018-01-02,D,1,$71.01
Netflix (NFLX),NFLX,2018-01-02,D,1,$201.07
Schlumberger (SLB),SLB,2018-01-02,D,1,$69.52
United Parcel Service (UPS),UPS,2018-01-02,D,1,$123.67
Visa (V),V,2018-01-02,D,1,$114.51
VMware (VMW),VMW,2018-01-02,D,1,$127.29
Walmart (WMT),WMT,2018-01-02,D,1,$98.59
Dominion Energy (D),D,2018-01-03,D,1,$77.19
Dicks Sporting Goods (DKS),DKS,2018-01-03,D,1,$30.28
General Electric (GE),GE,2018-01-03,D,4,$18.15
IBM (IBM),IBM,2018-01-03,D,1,$158.49
MindBody (MB),MB,2018-01-03,I,1,$32.05
Magellan Midstream Partne (MMP),MMP,2018-01-03,D,1,$72.96
Merck (MRK),MRK,2018-01-03,D,4,$56.14
Nucor (NUE),NUE,2018-01-03,D,2,$67.39
Dave and Busters (PLAY),PLAY,2018-01-03,D,1,$55.90
Children's Place (PLCE),PLCE,2018-01-03,F,1,$149.05
Ulta Beauty (ULTA),ULTA,2018-01-03,D,1,$245.12
United Parcel Service (UPS),UPS,2018-01-03,D,2,$126.41
Verizon (VZ),VZ,2018-01-03,D,4,$52.43
Wells Fargo (WFC),WFC,2018-01-03,D,2,$61.56
Waste Management (WM),WM,2018-01-03,D,1,$87.35
Exxon Mobil (XOM),XOM,2018-01-03,D,4,$86.70
Adobe Systems (ADBE),ADBE,2018-01-04,D,2,$183.22
Align Technology (ALGN),ALGN,2018-01-04,D,1,$233.30
Boeing (BA),BA,2018-01-04,D,1,$296.67
Bank of America (BAC),BAC,2018-01-04,D,1,$30.19
Salesforce (CRM),CRM,2018-01-04,D,2,$106.68
Dominion Energy (D),D,2018-01-04,I,1,$76.83
D R Horton (DHI),DHI,2018-01-04,D,5,$52.07
Domino's Pizza (DPZ),DPZ,2018-01-04,D,1,$197.29
International Paper (IP),IP,2018-01-04,D,1,$61.58
JPMorgan Chase (JPM),JPM,2018-01-04,D,1,$109.04
Micron Technology (MU),MU,2018-01-04,D,4,$46.88
NRG Energy (NRG),NRG,2018-01-04,D,4,$28.55
NVIDIA (NVDA),NVDA,2018-01-04,D,1,$213.59
Pulte Homes (PHM),PHM,2018-01-04,D,5,$33.83
Planet Fitness (PLNT),PLNT,2018-01-04,I,1,$32.51
PayPal (PYPL),PYPL,2018-01-04,D,1,$76.73
Vertex Pharmaceuticals (VRTX),VRTX,2018-01-04,D,1,$153.07
Workday (WDAY),WDAY,2018-01-04,D,2,$109.25
Wells Fargo (WFC),WFC,2018-01-04,D,1,$62.33
Wynn Resorts (WYNN),WYNN,2018-01-04,D,1,$163.40
Advance Auto Parts (AAP),AAP,2018-01-05,D,2,$112.18
Allergan (AGN),AGN,2018-01-05,D,1,$172.29
BlackRock (BLK),BLK,2018-01-05,D,1,$525.57
Chesapeake Energy (CHK),CHK,2018-01-05,D,5,$3.99
Dominion Energy (D),D,2018-01-05,D,1,$76.84
Foot Locker (FL),FL,2018-01-05,D,2,$46.96
General Electric (GE),GE,2018-01-05,D,4,$18.54
Canada Goose (GOOS),GOOS,2018-01-05,D,2,$33.43
Home Depot (HD),HD,2018-01-05,D,2,$192.50
Intel (INTC),INTC,2018-01-05,D,1,$44.74
JPMorgan Chase (JPM),JPM,2018-01-05,D,1,$108.34
KB Home (KBH),KBH,2018-01-05,D,2,$33.40
Lennar (LEN),LEN,2018-01-05,D,2,$67.58
Mattel (MAT),MAT,2018-01-05,D,2,$16.26
NVIDIA (NVDA),NVDA,2018-01-05,D,1,$215.40
PNC Financial (PNC),PNC,2018-01-05,D,1,$144.78
Range Resources (RRC),RRC,2018-01-05,D,5,$16.76
SCANA (SCG),SCG,2018-01-05,D,5,$45.02
Schnitzer Steel (SCHN),SCHN,2018-01-05,D,2,$35.45
Signet Jewelers (SIG),SIG,2018-01-05,D,5,$56.93
Constellation Brands (STZ),STZ,2018-01-05,I,1,$219.88
Tesla (TSLA),TSLA,2018-01-05,D,2,$316.58
Under Armour (UAA),UAA,2018-01-05,D,2,$15.87
Wells Fargo (WFC),WFC,2018-01-05,D,1,$62.75
Wyndham Worldwide (WYN),WYN,2018-01-05,F,1,$112.44
Alkermes (ALKS),ALKS,2018-01-08,I,1,$53.61
Caterpillar (CAT),CAT,2018-01-08,D,1,$166.03
Exact Sciences (EXAS),EXAS,2018-01-08,I,1,$49.91
3M (MMM),MMM,2018-01-08,D,2,$239.79
Micron Technology (MU),MU,2018-01-08,F,4,$45.55
Tesla (TSLA),TSLA,2018-01-08,D,2,$336.41
United Technologies (UTX),UTX,2018-01-08,D,1,$132.82
Walmart (WMT),WMT,2018-01-08,D,2,$101.61
Canada Goose (GOOS),GOOS,2018-01-09,I,1,$33.21
Kohl's (KSS),KSS,2018-01-09,I,1,$57.02
Norwegian Cruise Line (NCLH),NCLH,2018-01-09,D,1,$54.94
Children's Place (PLCE),PLCE,2018-01-09,I,1,$149.75
Target (TGT),TGT,2018-01-09,D,1,$69.14
Activision Blizzard (ATVI),ATVI,2018-01-10,F,1,$66.83
Tableau Software (DATA),DATA,2018-01-10,I,1,$72.69
Domino's Pizza (DPZ),DPZ,2018-01-10,I,1,$200.09
Electronic Arts (EA),EA,2018-01-10,F,1,$112.25
Take-Two Interactive (TTWO),TTWO,2018-01-10,F,1,$115.55
Apache (APA),APA,2018-01-11,D,2,$46.00
Anadarko Petroleum (APC),APC,2018-01-11,D,2,$58.50
Boeing (BA),BA,2018-01-11,D,1,$328.12
Bank of America (BAC),BAC,2018-01-11,D,2,$30.66
Chevron (CVX),CVX,2018-01-11,D,1,$132.57
Delta Air Lines (DAL),DAL,2018-01-11,D,1,$58.52
Denny's (DENN),DENN,2018-01-11,I,1,$14.44
Discovery Communications (DISCA),DISCA,2018-01-11,D,1,$24.01
JPMorgan Chase (JPM),JPM,2018-01-11,D,2,$110.84
Kohl's (KSS),KSS,2018-01-11,D,1,$61.12
Netflix (NFLX),NFLX,2018-01-11,D,1,$217.24
Children's Place (PLCE),PLCE,2018-01-11,D,1,$157.40
PNC Financial (PNC),PNC,2018-01-11,D,2,$151.49
Pioneer Natural Resources (PXD),PXD,2018-01-11,D,2,$184.17
United Technologies (UTX),UTX,2018-01-11,D,1,$134.99
Viacom (VIAB),VIAB,2018-01-11,D,1,$30.81
Wells Fargo (WFC),WFC,2018-01-11,D,2,$63.01
Apple (AAPL),AAPL,2018-01-12,D,1,$177.09
Alder BioPharmaceuticals (ALDR),ALDR,2018-01-12,I,1,$17.85
Bank of America (BAC),BAC,2018-01-12,D,1,$31.19
Citigroup (C),C,2018-01-12,D,1,$76.84
CSX (CSX),CSX,2018-01-12,D,1,$59.25
Meta (FB),FB,2018-01-12,D,1,$179.37
Goldman Sachs (GS),GS,2018-01-12,D,1,$257.03
IBM (IBM),IBM,2018-01-12,D,2,$163.14
Las Vegas Sands (LVS),LVS,2018-01-12,D,2,$71.02
MGM Resorts (MGM),MGM,2018-01-12,D,1,$35.03
Morgan Stanley (MS),MS,2018-01-12,D,1,$55.12
Netflix (NFLX),NFLX,2018-01-12,D,1,$221.23
PPG Industries (PPG),PPG,2018-01-12,D,1,$118.17
Schlumberger (SLB),SLB,2018-01-12,D,1,$77.97
UnitedHealth Group (UNH),UNH,2018-01-12,D,1,$228.64
Wynn Resorts (WYNN),WYNN,2018-01-12,D,1,$165.54
Apple (AAPL),AAPL,2018-01-16,D,1,$176.19
Allergan (AGN),AGN,2018-01-16,D,4,$178.66
Alder BioPharmaceuticals (ALDR),ALDR,2018-01-16,D,1,$16.90
Atara Biotherapeutics (ATRA),ATRA,2018-01-16,D,1,$27.55
Axon Enterprise (AXON),AXON,2018-01-16,D,4,$2.11
Boeing (BA),BA,2018-01-16,F,1,$335.16
Coherus Biosciences (CHRS),CHRS,2018-01-16,D,4,$12.60
Clovis Oncology (CLVS),CLVS,2018-01-16,D,2,$55.41
Intuitive Surgical (ISRG),ISRG,2018-01-16,D,1,$420.07
JPMorgan Chase (JPM),JPM,2018-01-16,D,1,$112.27
Microsoft (MSFT),MSFT,2018-01-16,D,1,$88.35
Netflix (NFLX),NFLX,2018-01-16,D,4,$221.53
NVIDIA (NVDA),NVDA,2018-01-16,D,4,$220.11
Tesaro (TSRO),TSRO,2018-01-16,D,4,$65.52
Wells Fargo (WFC),WFC,2018-01-16,D,1,$62.50
Apple (AAPL),AAPL,2018-01-17,F,1,$179.10
Activision Blizzard (ATVI),ATVI,2018-01-17,D,1,$70.36
Bank of America (BAC),BAC,2018-01-17,F,2,$31.18
Citigroup (C),C,2018-01-17,F,2,$77.47
Darden Restaurants (DRI),DRI,2018-01-17,D,1,$97.46
Goldman Sachs (GS),GS,2018-01-17,F,2,$253.65
Home Depot (HD),HD,2018-01-17,D,1,$199.82
JPMorgan Chase (JPM),JPM,2018-01-17,F,1,$112.99
Lowe's (LOW),LOW,2018-01-17,D,2,$101.68
Splunk (SPLK),SPLK,2018-01-17,I,1,$90.57
Tellurian (TELL),TELL,2018-01-17,I,1,$11.67
Tiffany & Co (TIF),TIF,2018-01-17,D,2,$108.99
Wells Fargo (WFC),WFC,2018-01-17,F,4,$63.88
ASML Holdings (ASML),ASML,2018-01-18,D,1,$203.36
Boeing (BA),BA,2018-01-18,D,1,$340.16
Goldman Sachs (GS),GS,2018-01-18,D,1,$250.97
IBM (IBM),IBM,2018-01-18,I,1,$169.12
PPG Industries (PPG),PPG,2018-01-18,I,1,$118.41
UnitedHealth Group (UNH),UNH,2018-01-18,D,1,$243.16
Walmart (WMT),WMT,2018-01-18,D,1,$104.30
Apple (AAPL),AAPL,2018-01-19,D,1,$178.46
Caterpillar (CAT),CAT,2018-01-19,D,1,$170.41
Colgate-Palmolive (CL),CL,2018-01-19,D,2,$77.50
Costco (COST),COST,2018-01-19,D,1,$192.29
General Electric (GE),GE,2018-01-19,D,5,$16.26
Goldman Sachs (GS),GS,2018-01-19,F,1,$256.12
Halliburton (HAL),HAL,2018-01-19,D,1,$53.01
Honeywell (HON),HON,2018-01-19,D,1,$158.69
Intel (INTC),INTC,2018-01-19,D,2,$44.82
Iridium Communications (IRDM),IRDM,2018-01-19,M,5,$12.60
Johnson & Johnson (JNJ),JNJ,2018-01-19,D,1,$147.36
Macquarie Infrastructure (MIC),MIC,2018-01-19,M,1,$64.16
Netflix (NFLX),NFLX,2018-01-19,D,1,$220.46
Procter & Gamble (PG),PG,2018-01-19,D,4,$91.07
Starbucks (SBUX),SBUX,2018-01-19,D,4,$61.26
Stanley Black & Decker (SWK),SWK,2018-01-19,D,1,$175.91
Travelers Companies (TRV),TRV,2018-01-19,D,1,$137.85
USA Technologies (USAT),USAT,2018-01-19,M,4,$9.30
United Technologies (UTX),UTX,2018-01-19,D,1,$135.90
Verizon (VZ),VZ,2018-01-19,D,4,$51.91
World Wrestling Entertain (WWE),WWE,2018-01-19,I,1,$33.85
Automatic Data Processing (ADP),ADP,2018-01-22,D,1,$122.77
ADT (ADT),ADT,2018-01-22,D,5,$11.19
Blue Apron (APRN),APRN,2018-01-22,D,5,$3.18
Boeing (BA),BA,2018-01-22,D,1,$339.19
Caterpillar (CAT),CAT,2018-01-22,D,1,$170.19
Cummins (CMI),CMI,2018-01-22,D,1,$189.16
Cintas (CTAS),CTAS,2018-01-22,D,1,$165.14
Goldman Sachs (GS),GS,2018-01-22,D,1,$260.55
Halliburton (HAL),HAL,2018-01-22,D,1,$56.33
Honeywell (HON),HON,2018-01-22,D,1,$158.21
Kohl's (KSS),KSS,2018-01-22,D,1,$67.89
Lockheed Martin (LMT),LMT,2018-01-22,D,1,$329.79
Netflix (NFLX),NFLX,2018-01-22,D,1,$227.58
Paychex (PAYX),PAYX,2018-01-22,D,1,$69.70
Raytheon (RTN),RTN,2018-01-22,D,1,$196.04
Schlumberger (SLB),SLB,2018-01-22,D,1,$79.64
Target (TGT),TGT,2018-01-22,D,1,$78.43
UnitedHealth Group (UNH),UNH,2018-01-22,D,1,$242.98
United Technologies (UTX),UTX,2018-01-22,D,1,$134.83
Walmart (WMT),WMT,2018-01-22,D,1,$105.16
Wynn Resorts (WYNN),WYNN,2018-01-22,D,1,$195.23
Bank of America (BAC),BAC,2018-01-23,D,1,$31.92
Caterpillar (CAT),CAT,2018-01-23,D,1,$169.43
Meta (FB),FB,2018-01-23,D,1,$189.35
IBM (IBM),IBM,2018-01-23,D,1,$166.25
Johnson & Johnson (JNJ),JNJ,2018-01-23,D,1,$141.83
Netflix (NFLX),NFLX,2018-01-23,F,1,$250.29
Procter & Gamble (PG),PG,2018-01-23,D,1,$89.05
Constellation Brands (STZ),STZ,2018-01-23,D,1,$220.78
TE Connectivity (TEL),TEL,2018-01-23,F,1,$100.70
Apple (AAPL),AAPL,2018-01-24,D,1,$174.22
First Horizon National (FHN),FHN,2018-01-24,I,1,$20.29
General Electric (GE),GE,2018-01-24,D,4,$16.44
Illinois Tool Works (ITW),ITW,2018-01-24,I,1,$173.76
Logitech International (LOGI),LOGI,2018-01-24,I,1,$42.36
Lam Research (LRCX),LRCX,2018-01-24,D,1,$209.73
Procter & Gamble (PG),PG,2018-01-24,D,2,$88.31
United Continental (UAL),UAL,2018-01-24,D,4,$69.05
Apple (AAPL),AAPL,2018-01-26,D,1,$171.51
Advanced Micro Devices (AMD),AMD,2018-01-26,D,1,$12.95
Amgen (AMGN),AMGN,2018-01-26,D,1,$196.01
Boeing (BA),BA,2018-01-26,D,1,$343.22
Alibaba (BABA),BABA,2018-01-26,D,1,$205.22
Chevron (CVX),CVX,2018-01-26,D,2,$131.19
Diamondback Energy (FANG),FANG,2018-01-26,F,1,$130.09
Meta (FB),FB,2018-01-26,D,4,$190.00
Intel (INTC),INTC,2018-01-26,D,2,$50.08
Lockheed Martin (LMT),LMT,2018-01-26,D,1,$344.90
Logitech International (LOGI),LOGI,2018-01-26,D,1,$43.38
Lam Research (LRCX),LRCX,2018-01-26,I,1,$202.57
McDonald's (MCD),MCD,2018-01-26,D,1,$178.36
3M (MMM),MMM,2018-01-26,F,1,$258.63
Microsoft (MSFT),MSFT,2018-01-26,D,1,$94.06
Pfizer (PFE),PFE,2018-01-26,D,4,$39.01
Exxon Mobil (XOM),XOM,2018-01-26,D,4,$89.00
Apple (AAPL),AAPL,2018-01-29,D,1,$167.96
American Electric Power (AEP),AEP,2018-01-29,I,1,$67.90
Amgen (AMGN),AMGN,2018-01-29,D,5,$198.00
Cardinal Health (CAH),CAH,2018-01-29,D,1,$75.23
Centene (CNC),CNC,2018-01-29,D,1,$111.27
JPMorgan Chase (JPM),JPM,2018-01-29,D,1,$116.20
Netflix (NFLX),NFLX,2018-01-29,D,2,$284.59
Whirlpool (WHR),WHR,2018-01-29,F,1,$182.50
Wynn Resorts (WYNN),WYNN,2018-01-29,F,5,$163.48
Centene (CNC),CNC,2018-01-30,D,1,$108.69
Nucor (NUE),NUE,2018-01-30,I,1,$66.82
Trex (TREX),TREX,2018-01-30,I,1,$112.10
Valley National Bancorp (VLY),VLY,2018-01-30,I,1,$12.52
AbbVie (ABBV),ABBV,2018-01-31,F,1,$112.22
Automatic Data Processing (ADP),ADP,2018-01-31,I,1,$123.63
Advanced Micro Devices (AMD),AMD,2018-01-31,D,1,$13.74
Boeing (BA),BA,2018-01-31,D,1,$354.37
Biogen Idec (BIIB),BIIB,2018-01-31,F,1,$347.81
Caterpillar (CAT),CAT,2018-01-31,D,1,$162.78
Chubb (CB),CB,2018-01-31,I,1,$156.15
Centene (CNC),CNC,2018-01-31,D,1,$107.24
Electronic Arts (EA),EA,2018-01-31,D,1,$126.96
Harris (HRS),HRS,2018-01-31,D,1,$159.38
Eli Lilly (LLY),LLY,2018-01-31,D,4,$81.45
Lockheed Martin (LMT),LMT,2018-01-31,D,1,$354.85
ServiceNow (NOW),NOW,2018-01-31,D,1,$148.87
Raytheon (RTN),RTN,2018-01-31,D,1,$208.94
Take-Two Interactive (TTWO),TTWO,2018-01-31,D,1,$126.67
United Rentals (URI),URI,2018-01-31,D,1,$181.11
Workday (WDAY),WDAY,2018-01-31,D,1,$119.89
Apple (AAPL),AAPL,2018-02-01,D,1,$167.78
Boeing (BA),BA,2018-02-01,D,1,$356.94
Meta (FB),FB,2018-02-01,D,1,$193.09
Idexx Laboratories (IDXX),IDXX,2018-02-01,D,1,$193.95
Mastercard (MA),MA,2018-02-01,D,1,$172.93
Marathon Petroleum (MPC),MPC,2018-02-01,I,1,$68.69
MPLX (MPLX),MPLX,2018-02-01,D,1,$37.95
ServiceNow (NOW),NOW,2018-02-01,I,1,$152.81
NVIDIA (NVDA),NVDA,2018-02-01,D,1,$240.50
Zebra Technologies (ZBRA),ZBRA,2018-02-01,F,1,$121.50
Apple (AAPL),AAPL,2018-02-02,D,4,$160.50
Clorox (CLX),CLX,2018-02-02,D,2,$130.91
Walt Disney (DIS),DIS,2018-02-02,D,1,$108.70
3M (MMM),MMM,2018-02-02,D,1,$245.17
Apple (AAPL),AAPL,2018-02-05,D,2,$156.49
Cypress Semiconductor (CY),CY,2018-02-05,I,1,$15.70
Henry Schein (HSIC),HSIC,2018-02-05,D,4,$71.80
International Paper (IP),IP,2018-02-05,D,1,$59.44
Johnson & Johnson (JNJ),JNJ,2018-02-05,D,1,$130.39
JPMorgan Chase (JPM),JPM,2018-02-05,D,1,$108.80
Procter & Gamble (PG),PG,2018-02-05,D,1,$81.06
WestRock (WRK),WRK,2018-02-05,D,1,$63.96
Apple (AAPL),AAPL,2018-02-06,F,1,$163.03
Core Labs (CLB),CLB,2018-02-06,I,1,$113.47
Meta (FB),FB,2018-02-06,D,1,$185.31
Netflix (NFLX),NFLX,2018-02-06,D,1,$265.72
Clorox (CLX),CLX,2018-02-07,I,1,$127.82
Walt Disney (DIS),DIS,2018-02-07,D,1,$104.76
Hasbro (HAS),HAS,2018-02-07,I,1,$102.22
Snap (SNAP),SNAP,2018-02-07,D,1,$20.75
AbbVie (ABBV),ABBV,2018-02-08,D,1,$108.48
Berkshire Hathaway (BRK.B),BRK.B,2018-02-08,D,1,$191.42
Meta (FB),FB,2018-02-08,D,1,$171.58
JPMorgan Chase (JPM),JPM,2018-02-08,D,1,$107.88
Netflix (NFLX),NFLX,2018-02-08,D,1,$250.10
NVIDIA (NVDA),NVDA,2018-02-08,D,1,$217.52
Regeneron Pharmaceuticals (REGN),REGN,2018-02-08,D,1,$322.62
WestRock (WRK),WRK,2018-02-08,F,1,$60.93
Apple (AAPL),AAPL,2018-02-09,D,1,$156.41
Applied Materials (AMAT),AMAT,2018-02-09,D,1,$48.08
Caterpillar (CAT),CAT,2018-02-09,D,4,$149.21
Cisco Systems (CSCO),CSCO,2018-02-09,D,1,$39.53
Chevron (CVX),CVX,2018-02-09,D,4,$113.50
Deere & Company (DE),DE,2018-02-09,D,1,$154.93
General Electric (GE),GE,2018-02-09,D,5,$14.94
Intel (INTC),INTC,2018-02-09,D,1,$43.95
Johnson & Johnson (JNJ),JNJ,2018-02-09,D,1,$129.53
Kraft Heinz (KHC),KHC,2018-02-09,D,1,$71.38
Coca-Cola (KO),KO,2018-02-09,D,1,$43.13
Marriott International (MAR),MAR,2018-02-09,D,1,$136.29
3M (MMM),MMM,2018-02-09,I,1,$225.21
Merck (MRK),MRK,2018-02-09,D,4,$54.87
NVIDIA (NVDA),NVDA,2018-02-09,D,1,$232.08
Newell Brands (NWL),NWL,2018-02-09,D,1,$27.61
Pepsico (PEP),PEP,2018-02-09,D,1,$111.18
Pfizer (PFE),PFE,2018-02-09,D,4,$34.16
Proofpoint (PFPT),PFPT,2018-02-09,I,1,$97.05
Under Armour (UAA),UAA,2018-02-09,D,2,$13.75
Waste Management (WM),WM,2018-02-09,D,1,$80.10
Exxon Mobil (XOM),XOM,2018-02-09,D,4,$75.78
Apple (AAPL),AAPL,2018-02-26,D,1,$178.97
AutoZone (AZO),AZO,2018-02-26,D,4,$735.90
Boeing (BA),BA,2018-02-26,D,1,$363.48
Best Buy (BBY),BBY,2018-02-26,D,1,$72.57
Anheuser-Busch InBev (BUD),BUD,2018-02-26,D,4,$109.00
Caterpillar (CAT),CAT,2018-02-26,D,1,$163.69
Salesforce (CRM),CRM,2018-02-26,D,1,$116.65
EOG Resources (EOG),EOG,2018-02-26,D,4,$109.49
Foot Locker (FL),FL,2018-02-26,D,1,$49.32
General Mills (GIS),GIS,2018-02-26,F,1,$51.42
Home Depot (HD),HD,2018-02-26,D,1,$188.46
Honeywell (HON),HON,2018-02-26,D,1,$156.50
JC Penney (JCP),JCP,2018-02-26,D,4,$4.16
JPMorgan Chase (JPM),JPM,2018-02-26,D,1,$118.77
Nordstrom (JWN),JWN,2018-02-26,D,1,$52.40
Kohl's (KSS),KSS,2018-02-26,D,1,$67.10
Lowe's (LOW),LOW,2018-02-26,D,1,$97.51
Macy's (M),M,2018-02-26,D,1,$27.45
NovoCure (NVCR),NVCR,2018-02-26,I,1,$20.70
Block (SQ),SQ,2018-02-26,D,2,$46.55
TJX Companies (TJX),TJX,2018-02-26,D,4,$78.85
VMware (VMW),VMW,2018-02-26,D,1,$128.66
Workday (WDAY),WDAY,2018-02-26,D,1,$127.80
Broadcom (AVGO),AVGO,2018-02-27,D,2,$251.81
Comcast (CMCSA),CMCSA,2018-02-27,D,2,$36.66
Walt Disney (DIS),DIS,2018-02-27,D,2,$104.87
Hewlett Packard Enterpris (HPE),HPE,2018-02-27,D,1,$18.82
HP (HPQ),HPQ,2018-02-27,F,1,$23.52
Macy's (M),M,2018-02-27,F,1,$28.40
Micron Technology (MU),MU,2018-02-27,D,1,$48.58
Wayfair (W),W,2018-02-27,F,4,$76.27
Apple (AAPL),AAPL,2018-02-28,D,1,$178.12
Boeing (BA),BA,2018-02-28,D,1,$362.21
Salesforce (CRM),CRM,2018-02-28,I,1,$116.25
